pidx,jhno,pno,url,status,name,yomi,spot
2101,42,6,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3032/,国登録文化財建造物（大鳥神社楼門、拝殿、中門他）、県指定文化財建造物（矢川神社楼門）、国指定史跡（境内地：甲賀郡中惣遺跡群）、国指定重文建造物（新宮神社表門）、未指定（柏木神社）、県指定文化財建造物（檜尾神社本殿）,甲賀衆結束の鎮守の杜,,滋賀県甲賀市
2102,42,7,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3033/,国指定重文、県指定、市指定（彫刻）,櫟野寺,,滋賀県甲賀市
2103,42,8,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3034/,国指定重文（飯道神社本殿）、市指定史跡 （飯道神社、飯道山遺跡）、未指定（岩尾山息障寺、庚申山広徳寺）,山伏の修練場,,滋賀県甲賀市
2104,42,9,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3035/,市指定書跡（萬川集海）、未指定（忍術應儀傳、渡辺家史料）,忍書,,滋賀県甲賀市
2105,42,10,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3036/,未指定（旧岡田家、旧望月家、旧藤林家）,甲賀忍術博物館 建物群,,滋賀県甲賀市
2106,42,11,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3037/,未指定,甲賀のくすり 関連資料,,滋賀県甲賀市
2107,42,12,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3038/,国指定重要有形民俗文化財,甲賀の前挽鋸,,滋賀県甲賀市
2108,42,13,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3039/,県指定史跡 （福地城跡）、市指定史跡 （柏野城跡、竹島城跡、壬生野城跡）、未指定（雨乞山砦跡、百地砦跡）,伊賀の中世城館群と天正伊賀の乱激戦の城跡,,三重県伊賀市
2109,42,14,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3040/,国史跡,上野城跡（平楽寺跡）,,三重県伊賀市
2110,42,15,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3041/,県指定史跡,霊山山頂遺跡,,三重県伊賀市
2111,42,16,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3042/,未指定,手力神社と手力の花火,,三重県伊賀市
2112,42,17,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3043/,未指定,徳永寺,,三重県伊賀市
2113,42,18,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3044/,未指定,修験道の寺 松本院,,三重県伊賀市
2114,42,19,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3045/,県指定文化財（春日神社拝殿、雨乞願解大馬附相撲板番付）、市指定文化財（古文書、獅子神楽、伊賀国無足人帳）、未指定（長屋座）,壬生の地域の中世城館群と春日神社,,三重県伊賀市
2115,42,20,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3046/,未指定,敢国神社,,三重県伊賀市
2116,42,21,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3047/,未指定,伊賀流忍者博物館（伊賀流忍者屋敷）,,三重県伊賀市
2117,42,22,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3048/,国登録文化財,忍町（赤井家住宅）,,三重県伊賀市
2118,42,23,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3049/,市指定文化財,藤林長門守墓所,,三重県伊賀市
2119,43,1,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3050/,未指定,絁の碑,あしぎぬのひ,京都府京丹後市
2120,43,2,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3051/,国指定重要有形民俗文化財,丹後の紡織用具及び製品,たんごのぼうしょくようぐおよびせいひん,京都府宮津市
2121,43,3,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3052/,未指定,丹後ちりめん,たんごちりめん,京都府宮津市京都府京丹後市京都府与謝野町
2122,43,4,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3053/,未指定,八丁撚糸機,はっちょうねんしき,京都府京丹後市京都府与謝野町
2123,43,5,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3054/,未指定,禅定寺,ぜんじょうじ,京都府京丹後市
2124,43,6,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3055/,未指定,常立寺,じょうりゅうじ,京都府京丹後市
2125,43,7,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3056/,未指定,金刀比羅神社,ことひらじんじゃ,京都府京丹後市
2126,43,8,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3057/,未指定,丹後織物工業組合中央加工場,たんごおりものこうぎょうくみあいちゅうおうかこうじょ,京都府京丹後市
2127,43,9,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3058/,未指定,足米機業場,あしよねきぎょうじょう,京都府京丹後市
2128,43,10,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3059/,未指定,網野・弥栄の機屋の町並み,あみの・やさかのはたやのまちなみ,京都府京丹後市
2129,43,11,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3060/,未指定,丹後ちりめん小唄,たんごちりめんこうた,京都府京丹後市
2130,43,12,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3061/,未指定,京丹後ちりめん祭,きょうたんごちりめんまつり,京都府京丹後市
2131,43,13,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3062/,国指定重要文化財 、府指定名勝,旧三上家住宅,きゅうみかみけじゅうたく,京都府宮津市
2132,43,14,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3063/,国登録有形文化財,今林家住宅,いまばやしけじゅうたく,京都府宮津市
2133,43,15,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3064/,国登録有形文化財,清輝楼,せいきろう,京都府宮津市
2134,43,16,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3065/,国登録有形文化財,茶六本館,ちゃろくほんかん,京都府宮津市
2135,43,17,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3066/,未指定,新浜の町家,しんはまのまちや,京都府宮津市
2136,43,18,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3067/,未指定,民謡　宮津節,みんよう　みやづぶし,京都府宮津市
2137,43,19,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3068/,未指定,宮津おどり,みやづおどり,京都府宮津市
2138,43,20,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3069/,国指定特別名勝 、国選定重要文化的景観,天橋立,あまのはしだて,京都府宮津市
2139,43,21,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3070/,国指定特別名勝 、国選定重要文化的景観,智恩寺,ちおんじ,京都府宮津市
2140,43,22,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3071/,未指定,智恵の餅,ちえのもち,京都府宮津市
2141,43,23,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3072/,国指定史跡、国選定重要文化的景観,成相寺,なりあいじ,京都府宮津市
2142,43,24,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3073/,府指定有形文化財（建造物）、国選定重要文化的景観,籠神社,このじんじゃ,京都府宮津市
2143,43,25,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3074/,府指定有形文化財（建造物）、国選定重要文化的景観,籠神社奥宮真名井神社,このじんじゃおくのみやまないじんじゃ,京都府宮津市
2144,43,26,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3075/,国指定特別名勝地内 、国選定重要文化的景観地内,傘松公園,かさまつこうえん,京都府宮津市
2145,43,27,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3076/,未指定,大内峠一字観公園,おおうちとうげいちじかんこうえん,京都府与謝野町
2146,43,28,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3077/,未指定,ちりめんの道の機屋の町並み,ちりめんのみちのはたやのまちなみ,京都府与謝野町
2147,43,29,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3078/,国選定重要伝統的建造物群保存地区,ちりめん街道（与謝野町加悦伝統的建造物群保存地区）,ちりめんかいどう(よさのちょうかやでんとうてきけんぞうぶつぐんほぞんちく),京都府与謝野町
2148,43,30,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3079/,府指定文化財 （重伝建特定物件）,旧尾藤家住宅,きゅうびとうけじゅうたく,京都府与謝野町
2149,43,31,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3080/,未指定 （重伝建特定物件）,西山機業場の建物群,にしやまきぎょうじょうのたてものぐん,京都府与謝野町
2150,43,32,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3081/,未指定,織物見本帖「橋立」,おりものみほんちょう「はしだて」,京都府与謝野町
2151,43,33,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3082/,未指定 （重伝建特定物件）,下村与七郎家住宅,しもむらよしちろうけじゅうたく,京都府与謝野町
2152,43,34,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3083/,未指定 （重伝建特定物件）,下村五郎助家住宅,しもむらごろうすけけじゅうたく,京都府与謝野町
2153,43,35,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3084/,未指定 （重伝建特定物件）,杉本治助家住宅,すぎもとじすけけじゅうたく,京都府与謝野町
2154,43,36,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3085/,府指定建造物,旧加悦町役場庁舎,きゅうかやちょうやくばちょうしゃ,京都府与謝野町
2155,43,37,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3086/,町指定文化財,旧加悦鉄道加悦駅舎,きゅうかやてつどうかやえきちょうしゃ,京都府与謝野町
2156,43,38,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3087/,国指定重要文化財,旧加悦鉄道2号機関車（123号機関車）,きゅうかやてつどう2ごうきかんしゃ(123ごうきかんしゃ),京都府与謝野町
2157,43,39,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3088/,未指定,丹後ちりめん歴史館,たんごちりめんれきしかん,京都府与謝野町
2158,43,40,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3089/,未指定,織物始祖祭,おりものちそさい,京都府与謝野町
2159,43,41,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3090/,未指定,金色蚕糸神祭,こんじきさんししんさい,京都府与謝野町
2160,43,42,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3091/,未指定 （重伝建特定物件）,実相寺,じっそうじ,京都府与謝野町
2161,43,43,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3092/,府登録無形民俗文化財,三河内曳山行事,みごちひきやまぎょうじ,京都府与謝野町
2162,43,44,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3093/,府登録建造物,倭文神社,しどりじんじゃ,京都府与謝野町
2163,43,45,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3094/,府登録無形民俗文化財,後野の屋台行事,うしろのやたいぎょうじ,京都府与謝野町
2164,43,46,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3095/,未指定,加悦谷祭の加悦・算所の屋台巡行,かやだにまつりのかや・さんじょのやたいじゅんこう,京都府与謝野町
2165,43,47,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3096/,未指定 （重伝建特定物件）,宝巖寺,ほうがんじ,京都府与謝野町
2166,43,48,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3097/,未指定 （重伝建特定物件）,吉祥寺,きちじょうじ,京都府与謝野町
2167,43,49,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3098/,未指定,丹後大仏,たんごだいぶつ,京都府伊根町
2168,44,1,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3099/,国指定史跡,難波宮跡,なにわのみやあと,大阪府大阪市
2169,44,2,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3100/,国指定重要文化財（六時堂、本坊西通用門、本坊方丈、五智光院、元三大師堂、石舞台、鳥居） 、国指定史跡,四天王寺,してんのうじ,大阪府大阪市
2170,44,3,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3101/,未指定,難波京朱雀大路・難波大道,なにわきょうすざくおおじ・なにわだいどう,大阪府大阪市大阪府堺市大阪府松原市
2171,44,4,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3102/,未指定,竹内街道,たけのうちかいどう,大阪府堺市大阪府松原市大阪府羽曳野市大阪府太子町奈良県葛城市
2172,44,5,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3103/,未指定,横大路,よこおおじ,奈良県大和高田市奈良県橿原市奈良県桜井市奈良県葛城市
2173,44,6,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3104/,未指定,下ツ道,しもつみち,奈良県橿原市
2174,44,7,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3105/,未指定,中ツ道,なかつみち,奈良県橿原市
2175,44,8,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3106/,未指定,上ツ道,かみつみち,奈良県桜井市
2176,44,9,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3107/,未指定,山田道,,奈良県桜井市奈良県明日香村
2177,44,10,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3108/,重要文化財 (大寺縁起) (伏見天皇宸翰御歌集) 、府指定有形文化財（開口文書）,開口神社,あぐちじんじゃ,大阪府堺市
2178,44,11,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3109/,未指定,金岡神社,かなおかじんじゃ,大阪府堺市
2179,44,12,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3110/,国指定史跡,百舌鳥古墳群,もずこふんぐん,大阪府堺市
2180,44,13,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3111/,未指定,堺環濠都市遺跡,さかいかんごうとしいせき,大阪府堺市
2181,44,14,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3112/,国指定重要文化財,山口家住宅,やまぐちけじゅうたく,大阪府堺市
2182,44,15,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3113/,未指定,堺打刃物,さかいうちはもの,大阪府堺市
2183,44,16,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3114/,未指定,真福寺遺跡・太井遺跡・余部日置荘遺跡,しんぷくじいせき・おおいいせき・あまべひきしょういせき,大阪府堺市
2184,44,17,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3115/,未指定,岡遺跡・丹南遺跡,おかいせき・たんなんいせき,大阪府松原市
2185,44,18,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3116/,未指定,柴籬神社,しばがきじんじゃ,大阪府松原市
2186,44,19,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3117/,国指定史跡,野中寺,やちゅうじ,大阪府羽曳野市
2187,44,20,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3118/,未指定,西琳寺,さいりんじ,大阪府羽曳野市
2188,44,21,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3119/,国宝（塵地螺鈿金銅装神輿 金銅透彫鞍金具）、 国指定重要文化財（紙本著色神功皇后縁起 2 巻・絹本著色誉田宗廟縁起 3 巻・舞楽面 11 面・松皮菱螺鈿鏡鞍・剣 銘真守・太刀 銘則国・薙刀 無銘大和物・鉄蛭巻薙刀拵・伏見天皇宸翰後撰和歌集 巻第廿）,誉田八幡宮,こんだはちまんぐう,大阪府羽曳野市
2189,44,22,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3120/,国指定史跡,古市古墳群,ふるいちこふんぐん,大阪府羽曳野市
2190,44,23,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3121/,市指定文化財,月読橋・飛鳥川の歌碑,つきよみばし・あすかがわのかひ,大阪府羽曳野市
2191,44,24,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3122/,未指定,小野妹子墓,おののいもこぼ,大阪府太子町
2192,44,25,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3123/,国指定史跡（二子塚古墳）,磯長谷古墳群,しながだにこふんぐん,大阪府太子町
2193,44,26,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3124/,国指定重要文化財（聖霊殿、多宝塔） 府指定有形文化財（叡福寺金堂、鐘楼、叡福寺石塔五輪塔）府指定史跡（境内）,叡福寺,えいふくじ,大阪府太子町
2194,44,27,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3125/,国指定史跡,岩屋,いわや,大阪府太子町
2195,44,28,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3126/,国指定史跡,鹿谷寺跡,ろくたんじあと,大阪府太子町
2196,44,29,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3127/,国登録有形文化財,大道旧山本家住宅,だいどうきゅうやまもとけじゅうたく,大阪府太子町
2197,44,30,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3128/,未指定,竹内峠,,大阪府太子町奈良県葛城市
2198,44,31,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3129/,未指定,長尾神社,,奈良県葛城市
2199,44,32,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3130/,国宝国指定重要文化財国指定史跡・名勝 県指定有形文化財,當麻寺,たいまでら,奈良県葛城市
2200,44,33,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3131/,県指定有形文化財（石造如来坐像）,石光寺,,奈良県葛城市
2201,44,34,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3132/,県指定 無形民俗文化財,奥田の蓮取り行事,おくだはすとりぎょうじ,奈良県大和高田市
2202,44,35,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3133/,市指定文化財（表門・太鼓楼・築地塀）,専立寺・寺内町,せんりゅうじ・じないちょう（まち）,奈良県大和高田市
2203,44,36,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3134/,未指定,太神宮の高燈籠,だいじんぐうのたかとうろう,奈良県大和高田市
2204,44,37,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3135/,市指定文化財（東の平田家）,八木札の辻,やぎふだのつじ,奈良県橿原市
2205,44,38,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3136/,国 指定史跡(境内)国指定重要文化 財(拝殿・三ツ鳥居)県指定有形文化財(勅使殿・勤番所),大神神社,おおみわじんじゃ,奈良県桜井市
2206,44,39,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3137/,未指定,三輪神社,みわじんじゃ,奈良県桜井市
2207,44,40,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3138/,未指定,龍王宮,りゅうおうぐう,奈良県大和高田市
2208,44,41,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3139/,県指定文化財（木造十一面観音立像）（木造兜跋毘沙門天立像）、市指定文化財（木造薬師如来坐像）,長谷本寺,はせほんじ,奈良県大和高田市
2209,44,42,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3140/,国指定重要文化財（本堂）、市指定文化財（本尊　木造大日如来坐像）,不動院（大日堂）,ふどういん（だいにちどう）,奈良県大和高田市
2210,44,43,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3141/,重要伝統的建造物群保存地区,今井町,いまいちょう,奈良県橿原市
2211,44,44,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3142/,未指定,太神宮灯篭,だいじんぐうとうろう,奈良県橿原市
2212,44,45,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3143/,県指定有形文化財(庫裏) 市指定文化財(本堂),安倍文殊院,あべもんじゅいん,奈良県桜井市
2213,44,46,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3144/,未指定,八幡神社,はちまんじんじゃ,奈良県桜井市
2214,44,47,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3145/,未指定,土舞台,つちぶたい,奈良県桜井市
2215,44,48,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3146/,奈良県指定史跡（豊浦寺跡）,向原寺（豊浦宮豊浦寺跡）,こうげんじ（とゆらみやとゆらでらあと）,奈良県明日香村
2216,44,49,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3147/,未指定,雷丘東方遺跡,いかづちのおかとうほういせき,奈良県明日香村
2217,44,50,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3148/,国指定特別史跡,山田寺跡,やまだでらあと,奈良県桜井市
2218,44,51,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3149/,未指定,甘樫丘,あまかしのおか,奈良県明日香村
2219,44,52,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3150/,未指定,おふさ観音,おふさかんのん,奈良県橿原市
2220,44,53,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3151/,国指定特別史跡,本薬師寺跡,もとやくしじあと,奈良県橿原市
2221,44,54,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3152/,国指定特別史跡,藤原宮跡,ふじわらきゅうせき,奈良県橿原市
2222,44,55,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3153/,国指定史跡,橘寺,たちばなでら,奈良県明日香村
2223,44,56,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3154/,国指定名勝,香具山,かぐやま,奈良県橿原市
2224,44,57,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3155/,国指定史跡,飛鳥寺,あすかでら,奈良県明日香村
2225,45,1,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3156/,未指定,生野鉱山寮馬車道跡,,兵庫県姫路市兵庫県朝来市兵庫県市川町兵庫県福崎町兵庫県神河町
2226,45,2,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3157/,未指定,飾磨津物揚場跡,,兵庫県姫路市
2227,45,3,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3158/,未指定,馬車道修築碑,,兵庫県姫路市
2228,45,4,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3159/,未指定,辻川町,,兵庫県福崎町
2229,45,5,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3160/,県有形,三木家住宅,,兵庫県福崎町
2230,45,6,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3161/,未指定,屋形町,,兵庫県市川町
2231,45,7,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3162/,未指定,粟賀町,,兵庫県神河町
2232,45,8,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3163/,未指定,竹内家住宅,,兵庫県神河町
2233,45,9,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3164/,国選定重要文化的景観,生野鉱山関連遺構（生野鉱山及び鉱山町の文化的景観,,兵庫県朝来市
2234,45,10,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3165/,国選定重要文化的景観,生野鉱山町（生野鉱山及び鉱山町の文化的景観）,,兵庫県朝来市
2235,45,11,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3166/,国重文（有形）、県有形,神子畑鋳鉄橋,,兵庫県朝来市
2236,45,12,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3167/,国重文（有形）、県有形,羽渕鋳鉄橋,,兵庫県朝来市
2237,45,13,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3168/,未指定,神子畑選鉱場跡,,兵庫県朝来市
2238,45,14,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3169/,県有形,旧神子畑鉱山事務舎（ムーセ旧居）,,兵庫県朝来市
2239,45,15,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3170/,県有形,明延鉱山明神電車,,兵庫県養父市兵庫県朝来市
2240,45,16,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3171/,未指定,明延鉱山関連遺構・明延鉱山町,,兵庫県養父市
2241,45,17,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3172/,未指定,中瀬鉱山関連遺構・中瀬鉱山町,,兵庫県養父市
2242,46,1,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3173/,国名勝,和歌の浦（干潟）,,和歌山県和歌山市
2243,46,2,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3174/,国名勝,和歌の浦（片男波）,,和歌山県和歌山市
2244,46,3,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3175/,県美術、未指定,和歌浦図関係資料（和歌浦図屏風等10点）,,和歌山県和歌山市
2245,46,4,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3176/,未指定,和歌浦十景関係資料（明光浦十景図）,,和歌山県和歌山市
2246,46,5,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3177/,未指定,南紀男山焼（和歌の浦安系4点）,,和歌山県和歌山市
2247,46,6,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3178/,未指定,駿河屋菓子木型「和歌の浦」「紀八景」,,和歌山県和歌山市
2248,46,7,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3179/,市美術,紀伊国名所図会 版木,,和歌山県和歌山市
2249,46,8,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3180/,国名勝,和歌の浦（玉津島神社）,,和歌山県和歌山市
2250,46,9,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3181/,市美術,玉津島神社　三十六歌仙額,,和歌山県和歌山市
2251,46,10,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3182/,市文書,玉津島神社　奉納和歌,,和歌山県和歌山市
2252,46,11,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3183/,国名勝,和歌の浦（塩竈神社）,,和歌山県和歌山市
2253,46,12,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3184/,国重建造物,紀州東照宮,,和歌山県和歌山市
2254,46,13,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3185/,未指定、県美術,和歌祭・和歌祭祭礼所用具・和歌祭仮面群面掛行列所用品,,和歌山県和歌山市
2255,46,14,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3186/,国名勝、市建造物,和歌の浦（妹背山・海禅院多宝塔）,,和歌山県和歌山市
2256,46,15,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3187/,国名勝,和歌の浦（三断橋）,,和歌山県和歌山市
2257,46,16,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3188/,国名勝、市建造物,和歌の浦（不老橋）,,和歌山県和歌山市
2258,46,17,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3189/,国名勝,養翠園,,和歌山県和歌山市
2259,46,18,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3190/,国重建造物、国名勝,琴ノ浦温山荘・琴ノ浦温山荘庭園,,和歌山県海南市
2260,46,19,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3191/,国史跡、国重建造物、国名勝,和歌山城,,和歌山県和歌山市
2261,46,20,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3192/,国宝建造物、県天然記念物,長保寺・長保寺の林叢,,和歌山県海南市
2262,46,21,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3193/,国史跡,和歌山藩主徳川家墓所,,和歌山県海南市
2263,46,22,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3194/,国史跡,熊野参詣道紀伊路（藤白坂）,,和歌山県海南市
2264,46,23,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3195/,国史跡、県建造物、県無形民俗,熊野参詣道紀伊路（藤白王子跡）・藤白神社・藤白の獅子舞,,和歌山県海南市
2265,46,24,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3196/,国史跡、国重建造物,熊野参詣道紀伊路（藤白王子跡）・地蔵峰寺,,和歌山県海南市
2266,46,25,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3197/,未指定、国登録,黒江の町並み,,和歌山県海南市
2267,46,26,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3198/,国重建造物、県建造物,護国院（紀三井寺）,,和歌山県和歌山市
